주문번호,제품번호,단가,주문수량,할인율
H1005,59,5500,10,0
H1006,1,1800,8,0
H1006,29,12400,2,0.25
H1007,8,4000,30,0
H1007,29,12400,10,0
H1007,42,1400,14,0
H1008,28,4600,70,0.050000001
H1008,34,1400,90,0.050000001
H1008,71,2200,21,0
H1009,24,500,12,0
H1009,36,1900,18,0.25
H1009,60,3400,9,0
H1010,7,3000,20,0
H1010,24,500,10,0
H1011,58,1300,40,0.050000001
H1011,71,2200,20,0
H1012,19,900,50,0.050000001
H1012,60,3400,36,0.050000001
H1012,71,2200,60,0.050000001
H1013,23,900,10,0
H1013,42,1400,4,0
H1013,45,1000,20,0
H1013,68,1300,2,0
H1014,41,1000,28,0.100000001
H1015,30,2600,15,0
H1015,77,1300,18,0
H1016,31,1300,15,0
H1016,36,1900,16,0
H1017,3,1000,25,0
H1017,59,5500,110,0
H1017,70,1500,30,0
H1018,12,3800,20,0
H1018,18,6300,10,0
H1018,56,3800,5,0
H1019,46,1200,3,0
H1019,49,2000,2,0
H1020,10,3100,24,0.150000006
H1021,2,1900,11,0.25
H1021,20,8100,15,0
H1021,26,3100,63,0
H1021,51,5300,44,0.25
H1021,72,3500,35,0
H1022,19,900,35,0
H1022,69,3600,30,0
H1023,7,3000,4,0
H1023,43,4600,30,0
H1024,26,3100,12,0
H1024,33,300,30,0
H1024,65,2100,21,0
H1024,71,2200,50,0
H1025,1,1800,10,0.100000001
H1025,13,600,20,0.100000001
H1026,18,6300,8,0
H1026,51,5300,10,0
H1027,24,500,30,0.25
H1027,62,4900,21,0.25
H1028,55,2400,35,0
H1028,59,5500,24,0
H1029,56,3800,20,0
H1029,63,4400,12,0
H1030,2,1900,100,0.25
H1030,5,2100,70,0
H1030,29,12400,60,0.25
H1030,59,5500,100,0.25
H1031,1,1800,45,0
H1031,13,600,80,0
H1031,24,500,21,0
H1031,64,3300,20,0
H1031,71,2200,16,0
H1032,36,1900,35,0
H1032,38,26400,25,0
H1032,59,5500,30,0
H1033,53,3300,70,0.100000001
H1033,69,3600,36,0.100000001
H1034,21,1000,15,0.100000001
H1034,44,1900,12,0
H1034,61,2900,6,0
H1035,1,1800,10,0
H1035,35,1800,60,0
H1035,42,1400,30,0
H1035,54,700,10,0
H1036,13,600,7,0
H1036,59,5500,30,0
H1037,70,1500,4,0
H1038,40,1800,5,0.200000003
H1038,52,700,2,0
H1038,71,2200,30,0
H1039,28,4600,20,0
H1039,35,1800,24,0
H1039,49,2000,60,0
H1039,57,2000,28,0
H1040,21,1000,20,0
H1041,2,1900,30,0.200000003
H1041,63,4400,30,0
H1042,44,1900,15,0
H1042,61,2900,4,0
H1043,11,2100,10,0
H1044,62,4900,12,0
H1045,33,300,15,0
H1045,51,5300,24,0
H1046,12,3800,20,0.050000001
H1046,32,3200,15,0.050000001
H1046,35,1800,18,0.050000001
H1047,1,1800,25,0.25
H1047,5,2100,30,0.25
H1048,68,1300,42,0
H1049,2,1900,10,0.200000003
H1049,12,3800,4,0.200000003
H1050,76,1800,50,0.100000001
H1051,24,500,10,0.200000003
H1052,43,4600,30,0.200000003
H1052,61,2900,10,0.200000003
H1053,18,6300,35,0.200000003
H1053,32,3200,20,0
H1053,64,3300,25,0.200000003
H1054,33,300,10,0
H1054,67,1400,20,0
H1055,24,500,15,0
H1055,25,1400,15,0
H1055,51,5300,20,0
H1055,57,2000,20,0
H1056,7,3000,40,0
H1056,55,2400,35,0
H1056,60,3400,50,0
H1057,70,1500,3,0
H1058,21,1000,3,0
H1058,60,3400,21,0
H1058,61,2900,4,0
H1059,13,600,30,0
H1059,17,3900,12,0
H1059,60,3400,35,0
H1060,60,3400,4,0
H1060,77,1300,10,0
H1061,60,3400,15,0
H1062,53,3300,10,0.200000003
H1062,70,1500,12,0.200000003
H1063,34,1400,30,0
H1063,40,1800,40,0.100000001
H1063,41,1000,30,0.100000001
H1064,17,3900,77,0.100000001
H1064,41,1000,12,0
H1064,53,3300,25,0.100000001
H1064,55,2400,4,0.100000001
H1064,68,1300,55,0
H1065,30,2600,4,0.25
H1065,54,700,20,0.25
H1066,16,1700,3,0
H1066,19,900,42,0
H1066,34,1400,35,0
H1067,41,1000,9,0
H1068,28,4600,8,0.150000006
H1068,43,4600,36,0.150000006
H1068,77,1300,28,0.150000006
H1069,39,1800,20,0
H1070,1,1800,40,0.150000006
H1070,2,1900,20,0.150000006
H1070,16,1700,30,0.150000006
H1070,31,1300,20,0
H1071,7,3000,15,0.050000001
H1071,13,600,10,0.050000001
H1072,2,1900,8,0
H1072,41,1000,40,0
H1072,50,1600,22,0
H1072,64,3300,130,0
H1073,11,2100,10,0
H1073,24,500,20,0
H1074,16,1700,14,0.050000001
H1075,2,1900,10,0.150000006
H1075,46,1200,30,0.150000006
H1075,76,1800,2,0.150000006
H1076,6,2500,20,0.25
H1076,14,2300,20,0.25
H1076,19,900,10,0.25
